Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score
4,6,2313.14,4,3,4,11
15,18,3836.26,4,4,4,12
386,2,895.76,1,2,3,6
519,3,382.31,1,2,2,5
447,3,566.7,1,2,2,5
10,36,9438.01,4,4,4,12
206,8,1877.5900000000001,2,3,3,8
46,10,4517.34,3,4,4,11
134,2,529.73,2,2,2,6
733,1,209.41,1,1,1,3
43,11,6258.45,3,4,4,11
10,5,2874.72,4,3,4,11
116,7,2196.67,2,3,4,9
513,1,79.48,1,1,1,3
375,2,493.74,2,2,2,6
198,4,1090.23,2,3,3,8
565,3,288.09999999999997,1,2,1,4
480,3,451.91999999999996,1,2,2,5
278,1,328.8,2,1,2,5
110,6,1006.22,2,3,3,8
77,3,1948.21,3,2,3,8
53,1,917.34,3,1,3,7
154,13,11379.71,2,4,4,10
571,1,229.75,1,1,1,3
645,1,367.15000000000003,1,1,2,4
47,4,1398.96,3,3,3,9
17,5,1213.26,4,3,3,10
155,7,1716.58,2,3,3,8
225,2,792.15,2,2,2,6
7,2,584.07,4,2,2,8
122,3,645.74,2,2,2,6
465,10,3969.1,1,4,4,9
471,2,713.11,1,2,2,5
61,1,104.82,3,1,1,5
499,5,3175.5,1,3,4,8
63,2,467.66,3,2,2,7
18,22,8145.59,4,4,4,12
7,55,38025.97,4,4,4,12
2,25,4786.07,4,4,4,12
555,1,109.44,1,1,1,3
22,4,512.02,4,3,2,9
29,11,2852.47,3,4,4,11
285,1,626.65,2,1,2,5
176,7,755.95,2,3,2,7
78,8,3000.93,3,3,4,10
33,2,267.28000000000003,3,2,1,6
41,42,12457.84,3,4,4,11
266,1,141.41,2,1,1,4
725,1,431.98,1,1,2,4
491,3,301.3,1,2,1,4
27,11,3106.15,3,4,4,11
109,19,9660.63,2,4,4,10
284,1,154.99,2,1,1,4
9,19,4158.7300000000005,4,4,4,12
277,4,713.89,2,3,2,7
17,18,13064.03,4,4,4,12
32,2,746.36,3,2,2,7
1,42,22104.5,4,4,4,12
20,2,480.81,4,2,2,8
124,4,572.3,2,3,2,7
65,1,92.46,3,1,1,5
106,3,1520.96,2,2,3,7
1,29,8124.4,4,4,4,12
24,23,8338.28,4,4,4,12
463,2,469.19,1,2,2,5
267,1,183.6,2,1,1,4
5,32,9503.14,4,4,4,12
507,3,917.4300000000001,1,2,3,6
10,27,25434.83,4,4,4,12
431,13,-3767.1999999999994,1,4,1,6
29,21,3039.75,3,4,4,11
389,4,889.37,1,3,3,7
267,1,152.55,2,1,1,4
64,2,374.7,3,2,2,7
320,5,1504.97,2,3,3,8
515,2,230.06,1,2,1,4
685,1,326.55,1,1,2,4
4,9,1307.41,4,4,3,11
667,1,390.85,1,1,2,4
21,2,139.54,4,2,1,7
623,1,219.39999999999998,1,1,1,3
5,6,1734.87,4,3,3,10
129,1,122.47,2,1,1,4
41,6,615.0799999999999,3,3,2,8
102,9,1692.6299999999999,2,4,3,9
125,2,618.73,2,2,2,6
33,6,1075.73,3,3,3,9
267,16,5250.05,2,4,4,10
365,2,413.36,2,2,2,6
4,11,1407.26,4,4,3,11
512,1,150.5,1,1,1,3
2,34,10092.22,4,4,4,12
463,1,39.95,1,1,1,3
3,5,803.47,4,3,2,9
10,20,62400.02,4,4,4,12
57,1,161.0,3,1,1,5
325,1,76.32000000000001,2,1,1,4
654,2,9530.08,1,2,4,7
8,27,7209.74,4,4,4,12
12,1,442.85,4,1,2,7
440,2,334.27,1,2,2,5
723,1,2.95,1,1,1,3
4,34,57120.909999999996,4,4,4,12
481,2,422.85999999999996,1,2,2,5
37,1,147.35,3,1,1,5
16,22,5700.51,4,4,4,12
138,1,194.9,2,1,1,4
74,14,9942.13,3,4,4,11
5,8,1314.73,4,3,3,10
665,1,0.0,1,1,1,3
155,5,771.5799999999999,2,3,2,7
85,9,5703.9800000000005,3,4,4,11
737,1,214.79999999999998,1,1,1,3
52,13,4853.7,3,4,4,11
31,5,1041.21,3,3,3,9
23,2,80.2,4,2,1,7
4,35,12957.6,4,4,4,12
14,5,688.6,4,3,2,9
23,27,5524.51,4,4,4,12
4,31,6156.75,4,4,4,12
274,7,1364.09,2,3,3,8
502,2,622.6700000000001,1,2,2,5
20,5,1382.74,4,3,3,10
144,1,90.0,2,1,1,4
429,1,458.45,1,1,2,4
354,3,163.47,2,2,1,5
430,1,-23.8,1,1,1,3
4,6,2740.3,4,3,4,11
395,5,309.77,1,3,1,5
733,1,436.18,1,1,2,4
84,1,419.58000000000004,3,1,2,6
11,3,2740.43,4,2,4,10
8,5,1109.96,4,3,3,10
123,6,1900.0800000000002,2,3,3,8
61,4,909.36,3,3,3,9
2,9,2591.34,4,4,4,12
319,4,1882.67,2,3,3,8
649,1,187.87,1,1,1,3
2,12,3580.13,4,4,4,12
130,6,895.8399999999999,2,3,3,8
383,15,11123.35,1,4,4,9
2,25,9605.05,4,4,4,12
401,7,1553.96,1,3,3,7
682,2,294.1,1,2,1,4
2,2,982.3800000000001,4,2,3,9
46,4,1086.8,3,3,3,9
4,3,920.05,4,2,3,9
3,6,879.0300000000001,4,3,3,10
373,4,967.75,2,3,3,8
134,1,115.8,2,1,1,4
486,1,30.599999999999998,1,1,1,3
47,8,7006.05,3,3,4,10
9,13,8208.87,4,4,4,12
49,12,2019.3,3,4,3,10
234,2,466.29,2,2,2,6
213,3,259.43,2,2,1,5
36,2,658.64,3,2,2,7
673,3,666.7,1,2,2,5
75,9,1975.44,3,4,3,10
483,1,233.4,1,1,1,3
239,10,6263.6,2,4,4,10
266,1,118.75,2,1,1,4
10,202,296564.69,4,4,4,12
20,6,970.33,4,3,3,10
40,1,507.66,3,1,2,6
20,25,7571.88,4,4,4,12
610,7,8421.47,1,3,4,8
216,7,3318.88,2,3,4,9
174,2,289.36,2,2,1,5
87,5,2594.62,3,3,4,10
71,2,1631.77,3,2,3,8
276,1,122.53999999999999,2,1,1,4
505,2,256.85,1,2,1,4
39,8,1296.49,3,3,3,9
421,3,305.9,1,2,1,4
431,2,624.4300000000001,1,2,2,5
375,3,597.33,2,2,2,6
98,2,498.79,2,2,2,6
605,4,389.97,1,3,2,6
11,7,566.95,4,3,2,9
33,1,134.46,3,1,1,5
51,17,7350.44,3,4,4,11
297,6,913.11,2,3,3,8
85,14,2224.39,3,4,4,11
9,7,1620.93,4,3,3,10
41,2,719.78,3,2,2,7
11,42,6110.75,4,4,4,12
411,2,310.55,1,2,1,4
444,5,660.07,1,3,2,6
411,2,286.29,1,2,1,4
67,1,452.89,3,1,2,6
331,1,197.65,2,1,1,4
427,5,1550.63,1,3,3,7
474,1,123.5,1,1,1,3
9,10,2018.91,4,4,3,11
2,25,5764.62,4,4,4,12
666,1,79.9,1,1,1,3
2,17,4713.41,4,4,4,12
388,1,293.74,1,1,1,3
68,3,1210.19,3,2,3,8
5,54,18442.87,4,4,4,12
202,10,2381.24,2,4,4,10
107,1,335.52,2,1,2,5
411,1,390.05,1,1,2,4
4,13,1527.58,4,4,3,11
218,6,916.4999999999999,2,3,3,8
617,1,379.2,1,1,2,4
60,12,1134.14,3,4,3,10
381,3,847.76,2,2,3,7
397,1,339.34,1,1,2,4
2,4,1062.96,4,3,3,10
11,12,1908.38,4,4,3,11
239,5,1145.21,2,3,3,8
688,1,157.8,1,1,1,3
95,2,567.05,3,2,2,7
11,19,4937.37,4,4,4,12
91,21,5814.320000000001,3,4,4,11
53,26,4301.69,3,4,4,11
90,2,2190.14,3,2,4,9
372,2,-1192.2,2,2,1,5
31,7,1000.23,3,3,3,9
12,10,3404.53,4,4,4,12
3,6,2142.39,4,3,3,10
2,33,3206.87,4,4,4,12
43,1,169.48000000000002,3,1,1,5
4,3,633.83,4,2,2,8
247,4,1515.0,2,3,3,8
42,19,6506.59,3,4,4,11
177,1,683.17,2,1,2,5
92,4,975.23,3,3,3,9
110,9,1897.9,2,4,3,9
435,5,2015.12,1,3,3,7
29,9,2967.78,3,4,4,11
26,22,6327.31,3,4,4,11
438,3,745.5,1,2,2,5
52,11,2468.99,3,4,4,11
436,3,979.8000000000001,1,2,3,6
179,6,1131.97,2,3,3,8
32,8,2043.93,3,3,3,9
44,10,2766.96,3,4,4,11
22,4,775.46,4,3,2,9
10,10,4666.99,4,4,4,12
81,7,1732.74,3,3,3,9
373,3,627.04,2,2,2,6
326,3,434.23,2,2,2,6
43,24,4203.72,3,4,4,11
30,3,1247.49,3,2,3,8
184,2,333.70000000000005,2,2,2,6
235,2,280.55,2,2,1,5
9,23,7365.36,4,4,4,12
659,2,354.82,1,2,2,5
176,5,1677.48,2,3,3,8
111,3,1474.06,2,2,3,7
278,6,769.71,2,3,2,7
318,3,1032.95,2,2,3,7
411,12,5625.461,1,4,4,9
7,3,1904.05,4,2,3,9
2,5,2879.7000000000003,4,3,4,11
381,1,350.99,2,1,2,5
493,2,363.40000000000003,1,2,2,5
433,1,601.03,1,1,2,4
546,4,-1441.6,1,3,1,5
254,9,2397.34,2,4,4,10
51,10,5942.0,3,4,4,11
9,32,31027.35,4,4,4,12
142,1,120.0,2,1,1,4
471,3,824.28,1,2,2,5
51,2,1163.45,3,2,3,8
8,8,2618.23,4,3,4,11
423,1,322.93,1,1,1,3
155,8,1461.3600000000001,2,3,3,8
109,4,1373.35,2,3,3,8
428,1,40.56,1,1,1,3
151,9,1259.19,2,4,3,9
471,1,354.85,1,1,2,4
435,2,261.68,1,2,1,4
332,1,492.65000000000003,2,1,2,5
226,2,219.13,2,2,1,5
74,4,920.81,3,3,3,9
51,4,559.97,3,3,2,8
686,1,256.6,1,1,1,3
396,6,1189.3799999999999,1,3,3,7
88,13,1929.32,3,4,3,10
15,14,4324.47,4,4,4,12
410,1,205.83,1,1,1,3
521,2,191.86,1,2,1,4
197,1,134.04,2,1,1,4
408,1,245.15,1,1,1,3
3,26,7844.66,4,4,4,12
463,4,628.4399999999999,1,3,2,6
31,4,1282.85,3,3,3,9
21,9,3158.64,4,4,4,12
24,12,8396.7,4,4,4,12
8,4,151.23000000000002,4,3,1,8
212,2,413.85,2,2,2,6
9,6,911.26,4,3,3,10
11,14,4208.93,4,4,4,12
2,25,7844.4,4,4,4,12
8,27,8887.9,4,4,4,12
3,10,3174.33,4,4,4,12
407,1,375.34,1,1,2,4
40,8,2316.06,3,3,4,10
414,3,448.45,1,2,2,5
18,6,1284.06,4,3,3,10
3,84,90489.31,4,4,4,12
8,41,12827.77,4,4,4,12
19,1,43.2,4,1,1,6
108,7,1956.23,2,3,3,8
431,3,742.9000000000001,1,2,2,5
407,2,277.94,1,2,1,4
223,5,1523.81,2,3,3,8
71,5,1803.76,3,3,3,9
51,7,3141.5,3,3,4,10
89,11,5063.08,3,4,4,11
549,5,-849.45,1,3,1,5
8,12,3747.96,4,4,4,12
433,1,492.1,1,1,2,4
225,3,435.90000000000003,2,2,2,6
47,11,3090.29,3,4,4,11
624,1,-302.31,1,1,1,3
107,3,221.9,2,2,1,5
21,10,3168.72,4,4,4,12
422,6,1355.34,1,3,3,7
65,1,508.58000000000004,3,1,2,6
460,1,158.02,1,1,1,3
424,2,476.95000000000005,1,2,2,5
207,7,1204.1200000000001,2,3,3,8
11,8,2198.58,4,3,4,11
427,6,384.3,1,3,2,6
115,4,574.26,2,3,2,7
410,2,701.61,1,2,2,5
570,1,245.48000000000002,1,1,1,3
235,4,923.98,2,3,3,8
163,6,1894.93,2,3,3,8
431,3,-445.06,1,2,1,4
9,28,9735.52,4,4,4,12
624,1,200.63,1,1,1,3
124,2,462.65999999999997,2,2,2,6
23,5,1943.51,4,3,3,10
64,2,351.45,3,2,2,7
17,14,4292.98,4,4,4,12
16,2,468.26,4,2,2,8
17,4,1614.91,4,3,3,10
731,1,-658.63,1,1,1,3
158,5,894.1,2,3,3,8
235,5,600.66,2,3,2,7
219,1,134.7,2,1,1,4
45,20,4443.47,3,4,4,11
21,9,842.74,4,4,2,10
421,4,1088.91,1,3,3,7
127,20,3333.7000000000003,2,4,4,10
39,1,108.97999999999999,3,1,1,5
121,5,2315.75,2,3,4,9
737,1,82.6,1,1,1,3
260,1,409.57,2,1,2,5
10,1,133.5,4,1,1,6
271,4,947.8,2,3,3,8
165,1,51.0,2,1,1,4
157,4,1078.96,2,3,3,8
215,3,376.5,2,2,2,6
6,2,163.62,4,2,1,7
366,3,1014.45,2,2,3,7
60,4,666.9399999999999,3,3,2,8
43,1,225.77,3,1,1,5
389,3,384.29999999999995,1,2,2,5
19,6,882.58,4,3,3,10
32,4,2128.23,3,3,3,9
579,1,214.70999999999998,1,1,1,3
22,1,161.2,4,1,1,6
402,2,227.47000000000003,1,2,1,4
109,8,3717.35,2,3,4,9
395,2,634.68,1,2,2,5
525,1,136.0,1,1,1,3
8,19,9167.82,4,4,4,12
320,1,155.0,2,1,1,4
642,2,469.13,1,2,2,5
451,9,1092.13,1,4,3,8
295,1,100.5,2,1,1,4
443,3,830.1800000000001,1,2,2,5
358,1,76.55,2,1,1,4
541,1,108.0,1,1,1,3
185,3,1132.99,2,2,3,7
683,1,215.46,1,1,1,3
191,2,617.05,2,2,2,6
622,1,131.25,1,1,1,3
44,4,1268.91,3,3,3,9
603,2,-99.72999999999999,1,2,1,4
52,2,631.34,3,2,2,7
26,3,1240.85,3,2,3,8
38,3,1247.69,3,2,3,8
501,1,58.5,1,1,1,3
9,3,202.11,4,2,1,7
297,1,142.4,2,1,1,4
33,3,1770.56,3,2,3,8
9,20,6589.3,4,4,4,12
9,11,1821.07,4,4,3,11
10,18,6323.33,4,4,4,12
577,1,135.6,1,1,1,3
432,1,266.4,1,1,1,3
218,1,67.95,2,1,1,4
565,1,93.8,1,1,1,3
2,24,8160.81,4,4,4,12
65,7,2121.93,3,3,3,9
1,23,2556.68,4,4,4,12
401,2,707.79,1,2,2,5
394,9,2098.16,1,4,3,8
141,5,1703.0,2,3,3,8
4,25,6703.4,4,4,4,12
652,1,285.6,1,1,1,3
130,9,1822.76,2,4,3,9
34,15,2800.11,3,4,4,11
387,1,195.0,1,1,1,3
119,1,156.75,2,1,1,4
107,9,2111.08,2,4,3,9
11,11,4109.77,4,4,4,12
71,10,3453.69,3,4,4,11
16,17,2122.37,4,4,3,11
311,1,1063.0,2,1,3,6
35,4,1417.49,3,3,3,9
362,4,770.37,2,3,2,7
92,9,2387.48,3,4,4,11
1,32,11915.13,4,4,4,12
22,2,490.22,4,2,2,8
388,1,604.2,1,1,2,4
4,3,1937.25,4,2,3,9
11,7,1260.91,4,3,3,10
85,7,1627.72,3,3,3,9
57,7,2456.62,3,3,4,10
1,21,10200.92,4,4,4,12
218,4,914.9599999999999,2,3,3,8
18,1,322.08,4,1,1,6
427,5,635.89,1,3,2,6
19,27,11103.97,4,4,4,12
50,4,1263.52,3,3,3,9
7,7,1230.14,4,3,3,10
404,1,516.28,1,1,2,4
512,5,956.4000000000001,1,3,3,7
299,5,2541.6,2,3,4,9
10,6,2255.51,4,3,4,11
466,1,289.6,1,1,1,3
22,6,1372.8,4,3,3,10
502,1,90.42,1,1,1,3
99,2,271.70000000000005,2,2,1,5
143,7,829.94,2,3,2,7
306,1,131.9,2,1,1,4
320,5,9443.04,2,3,4,9
8,15,6526.83,4,4,4,12
1,19,4361.59,4,4,4,12
2,12,5272.02,4,4,4,12
54,8,2351.58,3,3,4,10
456,1,132.04,1,1,1,3
456,1,221.65,1,1,1,3
1,5,1241.31,4,3,3,10
19,6,1711.73,4,3,3,10
9,2,375.35,4,2,2,8
19,8,2482.8,4,3,4,11
181,7,1128.44,2,3,3,8
60,18,3265.59,3,4,4,11
11,4,665.59,4,3,2,9
190,1,119.93,2,1,1,4
376,6,970.7,2,3,3,8
432,5,594.86,1,3,2,6
5,14,3047.63,4,4,4,12
311,1,113.64,2,1,1,4
381,1,237.42,2,1,1,4
155,3,5339.1410000000005,2,2,4,8
110,12,919.6,2,4,3,9
148,14,6697.6,2,4,4,10
64,16,2231.89,3,4,4,11
98,4,786.5699999999999,2,3,2,7
568,2,111.0,1,2,1,4
247,11,3946.03,2,4,4,10
29,13,4646.9,3,4,4,11
18,12,2220.9900000000002,4,4,4,12
734,1,204.24,1,1,1,3
416,4,2112.21,1,3,3,7
12,3,712.04,4,2,2,8
591,2,400.95,1,2,2,5
104,9,2228.22,2,4,4,10
74,2,234.34000000000003,3,2,1,6
43,3,1268.1299999999999,3,2,3,8
72,7,1025.1200000000001,3,3,3,9
257,1,215.7,2,1,1,4
20,10,1960.61,4,4,3,11
382,4,1276.66,1,3,3,7
254,4,1299.11,2,3,3,8
11,5,1295.27,4,3,3,10
165,6,1935.32,2,3,3,8
18,14,4192.25,4,4,4,12
150,3,249.2,2,2,1,5
50,4,1070.98,3,3,3,9
39,1,165.75,3,1,1,5
512,2,175.5,1,2,1,4
27,8,1428.11,3,3,3,9
51,2,1047.43,3,2,3,8
207,4,1574.93,2,3,3,8
406,2,1273.47,1,2,3,6
175,2,468.13,2,2,2,6
430,10,1574.3600000000001,1,4,3,8
7,14,5036.05,4,4,4,12
26,3,401.46,3,2,2,7
51,4,166.3,3,3,1,7
312,10,2645.88,2,4,4,10
301,3,679.16,2,2,2,6
43,10,3911.27,3,4,4,11
26,10,2120.62,3,4,3,10
88,3,356.85,3,2,2,7
64,3,190.31,3,2,1,6
20,14,2351.02,4,4,4,12
3,6,3543.26,4,3,4,11
47,4,673.26,3,3,2,8
17,27,11718.8,4,4,4,12
17,7,3290.67,4,3,4,11
24,14,3172.4900000000002,4,4,4,12
22,6,856.09,4,3,3,10
534,1,110.95,1,1,1,3
376,4,991.98,2,3,3,8
11,6,1267.4099999999999,4,3,3,10
188,7,1223.47,2,3,3,8
101,7,770.9100000000001,2,3,2,7
61,10,4594.7300000000005,3,4,4,11
18,15,3718.9,4,4,4,12
516,1,163.92,1,1,1,3
33,2,330.45,3,2,2,7
64,1,174.37,3,1,1,5
684,2,206.09,1,2,1,4
2,2,270.6,4,2,1,7
477,2,167.65,1,2,1,4
24,8,1758.6200000000001,4,3,3,10
108,1,241.09,2,1,1,4
32,13,2933.71,3,4,4,11
9,21,8129.8099999999995,4,4,4,12
389,1,262.4,1,1,1,3
3,190,25774.54,4,4,4,12
37,1,364.21999999999997,3,1,2,6
60,3,620.04,3,2,2,7
26,19,6077.15,3,4,4,11
480,1,376.34,1,1,2,4
236,12,3846.4300000000003,2,4,4,10
25,15,3185.12,4,4,4,12
3,38,5786.42,4,4,4,12
59,11,5872.63,3,4,4,11
260,1,171.8,2,1,1,4
58,3,635.45,3,2,2,7
65,5,1370.8400000000001,3,3,3,9
16,2,537.48,4,2,2,8
10,12,3785.44,4,4,4,12
59,14,2499.68,3,4,4,11
186,1,103.25,2,1,1,4
4,50,12194.01,4,4,4,12
24,3,2982.43,4,2,4,10
674,1,349.25,1,1,2,4
4,20,5001.03,4,4,4,12
4,9,3986.7400000000002,4,4,4,12
151,9,2627.49,2,4,4,10
311,4,916.5500000000001,2,3,3,8
11,4,1353.31,4,3,3,10
18,9,858.59,4,4,3,11
152,3,511.28000000000003,2,2,2,6
19,10,1816.04,4,4,3,11
10,4,2381.04,4,3,4,11
57,7,2306.48,3,3,4,10
596,3,835.34,1,2,2,5
64,2,0.0,3,2,1,6
653,5,614.1,1,3,2,6
390,1,75.6,1,1,1,3
7,46,6050.44,4,4,4,12
76,3,1080.76,3,2,3,8
4,30,6363.85,4,4,4,12
510,2,679.44,1,2,2,5
427,5,2519.32,1,3,4,8
96,7,3833.87,3,3,4,10
111,4,4092.0,2,3,4,9
35,3,1524.46,3,2,3,8
424,2,909.5,1,2,3,6
1,4,598.98,4,3,2,9
281,3,613.75,2,2,2,6
425,1,161.65,1,1,1,3
3,15,5573.28,4,4,4,12
180,17,2571.72,2,4,4,10
733,1,143.70000000000002,1,1,1,3
488,1,460.71,1,1,2,4
372,1,70.80000000000001,2,1,1,4
13,7,1374.25,4,3,3,10
3,1,168.63,4,1,1,6
432,1,105.56,1,1,1,3
518,1,14.850000000000001,1,1,1,3
17,2,433.8,4,2,2,8
41,1,114.11,3,1,1,5
6,8,1781.03,4,3,3,10
169,9,1734.91,2,4,3,9
50,5,1143.27,3,3,3,9
227,3,134.16,2,2,1,5
19,10,1598.24,4,4,3,11
578,1,135.39,1,1,1,3
372,1,79.5,2,1,1,4
425,28,2884.29,1,4,4,9
15,4,1447.14,4,3,3,10
35,3,570.46,3,2,2,7
22,18,3615.17,4,4,4,12
7,2,634.83,4,2,2,8
20,8,2164.45,4,3,3,10
627,1,229.47,1,1,1,3
11,6,2201.54,4,3,4,11
44,3,221.97,3,2,1,6
390,2,474.54,1,2,2,5
306,2,865.1700000000001,2,2,3,7
11,1,213.96,4,1,1,6
656,1,205.35999999999999,1,1,1,3
275,1,660.0,2,1,2,5
633,1,143.85999999999999,1,1,1,3
374,4,937.16,2,3,3,8
1,259,30094.38,4,4,4,12
16,27,18745.56,4,4,4,12
4,12,3273.44,4,4,4,12
72,11,1366.2,3,4,3,10
396,2,24.35,1,2,1,4
439,3,599.38,1,2,2,5
415,1,877.7,1,1,3,5
680,1,76.32000000000001,1,1,1,3
386,1,295.13,1,1,1,3
394,6,934.26,1,3,3,7
243,5,527.78,2,3,2,7
403,2,190.47000000000003,1,2,1,4
9,9,1295.67,4,4,3,11
239,3,1276.31,2,2,3,7
204,3,393.28000000000003,2,2,2,6
1,16,2878.27,4,4,4,12
185,1,320.58000000000004,2,1,1,4
32,12,2030.83,3,4,3,10
57,6,814.07,3,3,2,8
185,18,4391.53,2,4,4,10
9,15,5374.77,4,4,4,12
312,3,406.40000000000003,2,2,2,6
91,5,1998.0,3,3,3,9
4,3,939.21,4,2,3,9
484,1,338.65,1,1,2,4
51,7,2023.17,3,3,3,9
263,1,114.56,2,1,1,4
266,1,344.90000000000003,2,1,2,5
438,7,1971.82,1,3,3,7
454,1,215.22,1,1,1,3
36,2,609.85,3,2,2,7
677,1,106.67999999999999,1,1,1,3
51,1,443.6,3,1,2,6
52,11,4946.81,3,4,4,11
16,16,3464.03,4,4,4,12
22,1,110.46,4,1,1,6
59,1,96.12,3,1,1,5
170,6,1654.69,2,3,3,8
9,12,2077.47,4,4,3,11
157,4,840.24,2,3,2,7
2,164,523342.07,4,4,4,12
201,2,519.97,2,2,2,6
404,19,4458.21,1,4,4,9
5,11,3754.16,4,4,4,12
589,1,62.5,1,1,1,3
67,9,2034.1200000000001,3,4,3,10
77,1,114.18,3,1,1,5
1,12,3614.54,4,4,4,12
738,1,246.86,1,1,1,3
4,12,3829.23,4,4,4,12
169,5,814.65,2,3,2,7
18,7,1450.92,4,3,3,10
5,2,247.15,4,2,1,7
9,12,2456.53,4,4,4,12
87,2,285.74,3,2,1,6
27,1,107.95,3,1,1,5
29,7,1416.33,3,3,3,9
430,2,490.6,1,2,2,5
20,2,637.89,4,2,2,8
61,9,2172.33,3,4,3,10
24,1,195.25,4,1,1,6
11,61,21720.59,4,4,4,12
445,1,111.63,1,1,1,3
242,7,3243.93,2,3,4,9
280,3,602.0,2,2,2,6
549,2,1127.45,1,2,3,6
235,4,1113.14,2,3,3,8
3,7,3410.81,4,3,4,11
509,1,173.66,1,1,1,3
16,2,1066.9,4,2,3,9
31,16,8285.49,3,4,4,11
593,1,184.91,1,1,1,3
571,2,386.44,1,2,2,5
372,5,1270.3999999999999,2,3,3,8
25,87,54801.34,4,4,4,12
71,6,875.1500000000001,3,3,3,9
188,6,1514.81,2,3,3,8
588,1,146.56,1,1,1,3
26,6,1468.55,3,3,3,9
576,13,4324.31,1,4,4,9
414,6,877.88,1,3,3,7
107,3,1402.06,2,2,3,7
8,34,7190.08,4,4,4,12
209,1,112.8,2,1,1,4
44,5,781.24,3,3,2,8
31,5,2114.33,3,3,3,9
137,13,1735.59,2,4,3,9
265,8,1139.86,2,3,3,8
617,1,244.31,1,1,1,3
519,4,1552.57,1,3,3,7
4,10,2758.67,4,4,4,12
218,2,188.60999999999999,2,2,1,5
2,5,1250.76,4,3,3,10
214,4,702.6,2,3,2,7
32,5,3116.26,3,3,4,10
11,18,4498.94,4,4,4,12
1,32,6695.72,4,4,4,12
15,1,318.17,4,1,1,6
11,11,1813.57,4,4,3,11
199,1,179.0,2,1,1,4
619,1,390.69,1,1,2,4
436,2,139.2,1,2,1,4
3,6,2182.58,4,3,3,10
15,27,8866.48,4,4,4,12
14,13,1922.59,4,4,3,11
10,12,2838.2,4,4,4,12
29,4,1328.0700000000002,3,3,3,9
9,25,5372.47,4,4,4,12
24,7,896.4,4,3,3,10
25,8,1840.45,4,3,3,10
43,3,565.45,3,2,2,7
733,2,72.8,1,2,1,4
410,1,226.42,1,1,1,3
2,6,1592.18,4,3,3,10
6,3,663.81,4,2,2,8
379,1,115.77,2,1,1,4
147,3,513.37,2,2,2,6
10,11,2093.06,4,4,3,11
590,1,345.25,1,1,2,4
25,5,1264.84,4,3,3,10
655,1,124.75,1,1,1,3
274,4,291.13,2,3,1,6
413,1,190.58,1,1,1,3
374,3,907.38,2,2,3,7
1,8,2005.06,4,3,3,10
47,3,380.02,3,2,2,7
8,24,5447.52,4,4,4,12
9,18,16050.6,4,4,4,12
416,5,1045.47,1,3,3,7
4,59,11909.710000000001,4,4,4,12
485,2,401.08,1,2,2,5
4,4,3554.17,4,3,4,11
39,12,1763.64,3,4,3,10
2,28,12269.57,4,4,4,12
191,13,4068.86,2,4,4,10
12,7,1897.59,4,3,3,10
435,1,579.85,1,1,2,4
593,1,50.48,1,1,1,3
16,17,3821.02,4,4,4,12
113,17,2491.46,2,4,4,10
406,4,593.5,1,3,2,6
248,2,294.3,2,2,1,5
29,16,2672.25,3,4,4,11
480,1,310.15,1,1,1,3
736,1,112.03,1,1,1,3
684,2,126.45,1,2,1,4
44,1,389.64,3,1,2,6
87,2,869.51,3,2,3,8
45,7,1546.28,3,3,3,9
10,30,9851.45,4,4,4,12
15,4,2613.46,4,3,4,11
75,1,420.5,3,1,2,6
145,7,2864.97,2,3,4,9
5,3,1625.97,4,2,3,9
294,2,53.8,2,2,1,5
59,3,447.92,3,2,2,7
264,2,417.57,2,2,2,6
732,1,-9.95,1,1,1,3
44,2,250.55,3,2,1,6
29,3,254.11,3,2,1,6
8,14,6431.9800000000005,4,4,4,12
474,1,382.81,1,1,2,4
17,3,139.5,4,2,1,7
3,21,15696.67,4,4,4,12
232,9,3624.89,2,4,4,10
606,3,579.92,1,2,2,5
112,1,139.26,2,1,1,4
589,2,125.7,1,2,1,4
529,1,241.45,1,1,1,3
58,3,1418.46,3,2,3,8
51,19,3339.02,3,4,4,11
4,4,239.26,4,3,1,8
127,2,730.86,2,2,2,6
281,3,386.15,2,2,2,6
55,2,447.68,3,2,2,7
420,1,-530.31,1,1,1,3
320,1,200.10000000000002,2,1,1,4
655,2,305.35,1,2,1,4
26,3,449.93,3,2,2,7
10,2,77.4,4,2,1,7
550,1,90.96,1,1,1,3
471,1,110.65,1,1,1,3
7,3,1156.32,4,2,3,9
29,1,197.64,3,1,1,5
17,10,2526.62,4,4,4,12
607,1,303.63,1,1,1,3
64,2,0.0,3,2,1,6
4,3,611.0500000000001,4,2,2,8
3,13,1889.15,4,4,3,11
166,1,131.45000000000002,2,1,1,4
1,39,10691.12,4,4,4,12
507,1,300.31,1,1,1,3
53,9,715.11,3,4,2,9
51,2,338.15,3,2,2,7
48,23,7415.59,3,4,4,11
61,1,193.14,3,1,1,5
430,6,-1502.98,1,3,1,5
162,3,845.55,2,2,3,7
9,1,353.27,4,1,2,7
15,7,1104.64,4,3,3,10
75,2,303.43,3,2,1,6
391,2,519.29,1,2,2,5
40,15,2175.37,3,4,3,10
621,2,686.76,1,2,2,5
41,13,2537.02,3,4,4,11
387,1,170.5,1,1,1,3
599,1,185.8,1,1,1,3
370,4,1090.87,2,3,3,8
581,1,160.46,1,1,1,3
37,2,778.5,3,2,2,7
197,1,271.85,2,1,1,4
